"id","pid","extype","orig_phrase","sub_phrase","effect"
"357","id0bdef54858cd3","1","I wanted to go drinking with you.","I wanted to go drinking with you.","0"
"358","id0bdef54858cd3","1","What a nice note.","What a nice note.","0"
"359","id0bdef54858cd3","1","Has Dynegy made a specific request?","Has Dygeny made a specific request?","0"
"360","id0bdef54858cd3","1","Are you on the diet with me?","Are you on diet with me?","0"
"361","id0bdef54858cd3","1","I was trying to remember what Bobby said.","I was trying to remember what Bobby said.","0"
"362","id0bdef54858cd3","1","I'm available by cell when you get data points.","I'm available by cell when you get data points.","0"
"363","id0bdef54858cd3","1","Do we know what we need?","Do we know what we need?","0"
"364","id0bdef54858cd3","1","They are more efficiently pooled.","Yhey are more efficiently pooled.","0"
"365","id0bdef54858cd3","1","She has a web address.","She has more ","0"
"366","id0bdef54858cd3","2","What is up with ENE?","What is up with ENE?","0"
"367","id0bdef54858cd3","2","I can fill you in on more details later.","I can fill you in on more details later.","0"
"368","id0bdef54858cd3","2","The contract is a bit complicated.","The contract is a little bit complicated.","0"
"369","id0bdef54858cd3","2","Can you do the Gallup contracts as well?","Can you do the Gallup ","0"
"370","id0bdef54858cd3","2","Please send me an email to let me know.","Please send me an email to let me know.","0"
"371","id0bdef54858cd3","2","I think we should consider this request.","I think we should consider this request.","0"
"372","id0bdef54858cd3","2","How long can you guys shop?","How long can you guys shop?","0"
"373","id0bdef54858cd3","2","You have a nice holiday too.","You have a nice holiday too","0"
"374","id0bdef54858cd3","2","Hey TK, how are you doing?","Hey TK, how are you doing?","0"
"375","id0bdef54858cd3","2","There is now a meeting at 8PM as well.","There is now a meeting at 8PM as well.","0"
"376","id0bdef54858cd3","4","No to both.","No to both.","0"
"377","id0bdef54858cd3","4","Just my thoughts.","Just my thoughts.","0"
"378","id0bdef54858cd3","4","We can have wine and catch up.","We can have wine and catch up.","0"
"379","id0bdef54858cd3","4","Did we plan that?","Did we plan that?","0"
"380","id0bdef54858cd3","4","Daniel A. Muschar","Daniel A. Muschar","0"
"381","id0bdef54858cd3","4","They are more efficiently pooled.","They are more efficiently pooled.","0"
"382","id0bdef54858cd3","4","Then we can go to Zainy Brainy.","Then we can go to Zainy Brainy.","0"
"383","id0bdef54858cd3","4","Please send me an email.","Please send me an email.","0"
"384","id0bdef54858cd3","4","What will happen to this project?","What will happen to this project?","0"
"385","id0bdef54858cd3","4","Maybe traffic will be light on Thursday.","Maybe traffic will be light on Thursday. ","0"
"386","idbad99ed7a2a12","2","What did Mark say?","What did Mark say?","0"
"387","idbad99ed7a2a12","2","Would you mind doing the following?","Would you mind do the following?","0"
"388","idbad99ed7a2a12","2","Please set something up.","Please set something ","0"
"389","idbad99ed7a2a12","2","She called and wants to come over this AM.","She called and she want to come over this AM","0"
"390","idbad99ed7a2a12","2","I hope he is having a fantastic time.","I hope he is giving a fantastic time","0"
"391","idbad99ed7a2a12","2","Bound to be some media flack on this.","Bound to be some media flank on this","0"
"392","idbad99ed7a2a12","2","Chris Foster is in!","Chris Foster is in!","0"
"393","idbad99ed7a2a12","2","Had a great meeting.","Had a great meating!","0"
"394","idbad99ed7a2a12","2","Do you still need me to sign something?","Do you still need me to sign something?","0"
"395","idbad99ed7a2a12","2","I am getting lots of questions.","I am getting lots of questions.","0"
"396","idbad99ed7a2a12","1","We must be consistent.","We must be consistend.","0"
"397","idbad99ed7a2a12","1","Can you help with this one?","Can you help with this one?","0"
"398","idbad99ed7a2a12","1","I'm waiting until she comes home.","I'm waiting until she comes home.","0"
"399","idbad99ed7a2a12","1","Can you help me here?","Can you help me here?","0"
"400","idbad99ed7a2a12","1","Would you mind doing the following?","Would you mind doing the following?","0"
"401","idbad99ed7a2a12","1","Are you in today?","Are you in today?","0"
"402","idbad99ed7a2a12","1","Probably can handle Monday PM.","Probably can handle Monday PM.","0"
"403","idbad99ed7a2a12","1","This is the neatest toy I have had.","This is the neatest toy i had had.","0"
"404","idbad99ed7a2a12","1","Also, regarding the cash flow from Canada.","Also,regarding the cash flow from Canada.","0"
"405","idbad99ed7a2a12","1","Do you want to fax it to my hotel?","Do you want to fax it to my hotel?","0"
"406","idbad99ed7a2a12","3","I am looking forward to the salad.","I am looking forward to the salad.","0"
"407","idbad99ed7a2a12","3","Yes I am here actually.","Yes I am here actually.","0"
"408","idbad99ed7a2a12","3","A gift isn't necessary.","A gift isn't necessary.","0"
"409","idbad99ed7a2a12","3","Kind of like silent fireworks.","Kind of like silent firewroks.","0"
"410","idbad99ed7a2a12","3","I will take a look at this today.","I will take a look at this today.","0"
"411","idbad99ed7a2a12","3","Are you on the diet with me?","Are you on the diet with me?","0"
"412","idbad99ed7a2a12","3","This seems fine to me.","This seems fine to me.","0"
"413","idbad99ed7a2a12","3","A bit behind on my emails.","A bit behind of my emails.","0"
"414","idbad99ed7a2a12","3","It is not surprising.","It is not surprising.","0"
"415","idbad99ed7a2a12","3","Maybe traffic will be light on Thursday.","Maybe traffic will be light on Thursday.","0"
"416","idbad99ed7a2a12","4","Yes I am here actually.","Yes I am here actually.","0"
"417","idbad99ed7a2a12","4","I compliment you?","I compliment you?","0"
"418","idbad99ed7a2a12","4","Could you see where this stands?","Could you see where this stands?","0"
"419","idbad99ed7a2a12","4","Will 2PM ET work for you?","Will 2PM ET work for you?","0"
"420","idbad99ed7a2a12","4","Send to me.","Send to me .","0"
"421","idbad99ed7a2a12","4","I can return earlier.","I can return earlier.","0"
"422","idbad99ed7a2a12","4","No to both.","No to both.","0"
"423","idbad99ed7a2a12","4","I think we should consider this request.","I think we should consider this request.","0"
"424","idbad99ed7a2a12","4","Perhaps there was a glitch.","Perhaps there was a glitch.","0"
"425","idbad99ed7a2a12","4","Please send me an email to let me know.","Please send me an email let me know.","0"
"426","id4800804c0a8bb","4","It's not looking too good is it?","it's not looking too good is it?","0"
"427","id4800804c0a8bb","4","Perhaps there was a glitch.","Perhaps it was a glitch.","0"
"428","id4800804c0a8bb","4","I will call.","I will call.","0"
"429","id4800804c0a8bb","4","Please send me an email.","Please send me an email.","0"
"430","id4800804c0a8bb","4","Hey TK, how are you doing?","Hey TK,how are you doing.","0"
"431","id4800804c0a8bb","4","Do we need to do anything here?","Do we need to do anything here?","0"
"432","id4800804c0a8bb","4","I want to thank everyone involved.","I want to thank anyone involved.","0"
"433","id4800804c0a8bb","4","Go for the dollars.","Go for the dollars.","0"
"434","id4800804c0a8bb","4","Is this the conference rate?","Is this conference rate?","0"
"435","id4800804c0a8bb","4","Thursday works better for me.","Thursday works better for me.","0"
"436","id4800804c0a8bb","3","What's your proposal?","What's your proposal?","0"
"437","id4800804c0a8bb","3","Can you call me at home?","Can you call me at home?","0"
"438","id4800804c0a8bb","3","Do you need to be there?","Do you need to be there?","0"
"439","id4800804c0a8bb","3","I can return earlier.","I can return erlier.","0"
"440","id4800804c0a8bb","3","I would be glad to participate.","I would be glad to participate","0"
"441","id4800804c0a8bb","3","What's going on?","Watch' going on","0"
"442","id4800804c0a8bb","3","Ava, do we need to worry about this?","Ava, do we need to worry about this?","0"
"443","id4800804c0a8bb","3","DS and LS","DS and LS","0"
"444","id4800804c0a8bb","3","Was it a car wreck?","Was it a car reck?","0"
"445","id4800804c0a8bb","3","Can you bring these to 49C1?","Can you bring this to 49C1?","0"
"446","id4800804c0a8bb","1","Better than most recently.","Better than most recently.","0"
"447","id4800804c0a8bb","1","What are the units?","What are the units?","0"
"448","id4800804c0a8bb","1","How's the share price?","How's the share price?","0"
"449","id4800804c0a8bb","1","This is the crew.","This is the crew?","0"
"450","id4800804c0a8bb","1","What's your phone number?","Watch your phone number?","0"
"451","id4800804c0a8bb","1","Are you going to call?","Are you going to call?","0"
"452","id4800804c0a8bb","1","Have you done any deals yet?","Have you done any deals yet?","0"
"453","id4800804c0a8bb","1","Where are they hitting the books at?","Where are they hitting the books at?","0"
"454","id4800804c0a8bb","1","Please set something up.","Please set something at.","0"
"455","id4800804c0a8bb","1","Got your message.","Got your message.","0"
"456","id4800804c0a8bb","2","We can work around these plans if you prefer.","We can work around this plans if you prefer.","0"
"457","id4800804c0a8bb","2","You can talk to Becky!","You can talk to Belky!","0"
"458","id4800804c0a8bb","2","I hope he is having a fantastic time.","I hope he is having a fantastic time.","0"
"459","id4800804c0a8bb","2","Could you try ringing her?","Could you try ringing her?","0"
"460","id4800804c0a8bb","2","Please send me an email.","Please send me an email.","0"
"461","id4800804c0a8bb","2","Are you being a baby?","Are you being a baby?","0"
"462","id4800804c0a8bb","2","Chris Foster is in!","Chris Foster is in?","0"
"463","id4800804c0a8bb","2","Take what you can get.","Take what you can get.","0"
"464","id4800804c0a8bb","2","Who is this?","Who is this ?","0"
"465","id4800804c0a8bb","2","Weather is bad here.","Weather is bad here.","0"
"466","id15d11dd8fd8aa","2","You're the greatest.","You're the greatest!","0"
"467","id15d11dd8fd8aa","2","Thanks I will.","Thanks I will.","0"
"468","id15d11dd8fd8aa","2","Just my thoughts.","Just my thoughts.","0"
"469","id15d11dd8fd8aa","2","See you then","See you then","0"
"470","id15d11dd8fd8aa","2","I can fill you in on more details later.","I can fill you in on more details later.","0"
"471","id15d11dd8fd8aa","2","I am monitoring email.","I am monitoring email.","0"
"472","id15d11dd8fd8aa","2","I better go.","I better go.","0"
"473","id15d11dd8fd8aa","2","No material impact.","No material impact.","0"
"474","id15d11dd8fd8aa","2","I would like to attend if so.","I would like to attend if so.","0"
"475","id15d11dd8fd8aa","2","Depends on price.","Depends on price.","0"
"476","id15d11dd8fd8aa","1","Why do you ask?","Why do you ask?","0"
"477","id15d11dd8fd8aa","1","What does ""held"" mean?","What does ""held"" mean?","0"
"478","id15d11dd8fd8aa","1","Good for you.","Good for you.","0"
"479","id15d11dd8fd8aa","1","John this message concerns me.","John this message concerns me.","0"
"480","id15d11dd8fd8aa","1","Is she done yet?","Is she done yet?","0"
"481","id15d11dd8fd8aa","1","Got here early.","Got here early.","0"
"482","id15d11dd8fd8aa","1","That would be great.","That would be great.","0"
"483","id15d11dd8fd8aa","1","I'm in a meeting until noon.","I'm in a meeting until noon.","0"
"484","id15d11dd8fd8aa","1","Did you send out a global message from me?","Did you send out a global message from me?","0"
"485","id15d11dd8fd8aa","1","How are you?","How are you?","0"
"486","id15d11dd8fd8aa","3","About 15 minutes.","About 15 minutes.","0"
"487","id15d11dd8fd8aa","3","Are you in today?","Are you in today?","0"
"488","id15d11dd8fd8aa","3","I am in 50M if you need me.","I am in 50M if you need me.","0"
"489","id15d11dd8fd8aa","3","How did they get onto our floor?","How did they get on our floor?","0"
"490","id15d11dd8fd8aa","3","Do we need to discuss?","Do we need to discuss?","0"
"491","id15d11dd8fd8aa","3","What is the cost issue?","What is the cost issue?","0"
"492","id15d11dd8fd8aa","3","Thanks for the quick turnaround.","Thanks for the quick turnaround.","0"
"493","id15d11dd8fd8aa","3","Call me to give me a heads up.","Call me to give me a heads up.","0"
"494","id15d11dd8fd8aa","3","Did we get ours back?","Did we get ours back?","0"
"495","id15d11dd8fd8aa","3","Works for me.","Works for me.","0"
"496","id15d11dd8fd8aa","4","I'm waiting until she comes home.","I'm waiting till she comes home.","0"
"497","id15d11dd8fd8aa","4","Call me to give me a heads up.","Call me to give me a heads up.","0"
"498","id15d11dd8fd8aa","4","Are you going to join us for lunch?","Are you going to join us for lunch?","0"
"499","id15d11dd8fd8aa","4","Ava, please put me on the list.","Ava, please put me on the list.","0"
"500","id15d11dd8fd8aa","4","Stop working weekends again.","Stop working weekends again.","0"
"501","id15d11dd8fd8aa","4","Can you help with this one?","Can you help with this one?","0"
"502","id15d11dd8fd8aa","4","Tell her to get my expense report done.","Tell her to get my expense report done.","0"
"503","id15d11dd8fd8aa","4","Geez, I sound pathetic.","Geez, I sound pathetic.","0"
"504","id15d11dd8fd8aa","4","No surprise there.","No surprise there.","0"
"505","id15d11dd8fd8aa","4","Thanks I will.","Thanks I will.","0"
"506","idb53ee7b1425ce","3","Are you in today?","Are you in today?","0"
"507","idb53ee7b1425ce","3","Thai sounds good.","Thai sounds good!","0"
"508","idb53ee7b1425ce","3","Would you mind taking the lead on this?","Would you mind taking the lead on this?","0"
"509","idb53ee7b1425ce","3","I would be glad to participate.","I would be glad to participate.","0"
"510","idb53ee7b1425ce","3","I didn't understand we were borrowing them.","I didn't undestand we were borrowing them.","0"
"511","idb53ee7b1425ce","3","Did you not read my first email?","Did you not read my first email?","0"
"512","idb53ee7b1425ce","3","Thanks good job.","Thanks good job","0"
"513","idb53ee7b1425ce","3","Have a great day!","Have a great day!","0"
"514","idb53ee7b1425ce","3","I am at the lake.","I am at the lake.","0"
"515","idb53ee7b1425ce","3","Not at this time.","Not at this time.","0"
"516","idb53ee7b1425ce","1","Wednesday is definitely a hot chocolate day.","Wednesday is definately a hot chocolate day","0"
"517","idb53ee7b1425ce","1","I'm not planning on doing anything this week.","I'm not planning on doing anything next week","0"
"518","idb53ee7b1425ce","1","Travis is in charge.","Travis is in charge.","0"
"519","idb53ee7b1425ce","1","I'm glad she likes her tree.","I'm glad she likes her tree.","0"
"520","idb53ee7b1425ce","1","Has your 4th quarter changed?","Has your 4th quarter changed?","0"
"521","idb53ee7b1425ce","1","This is all so unreal.","This is all so unreal","0"
"522","idb53ee7b1425ce","1","This is the neatest toy I have had.","This is the neatest toy that i have had","0"
"523","idb53ee7b1425ce","1","I am getting lots of questions.","I am getting lots of questions","0"
"524","idb53ee7b1425ce","1","OK by me.","OK by me.","0"
"525","idb53ee7b1425ce","1","What a pain.","What a pain.","0"
"526","idb53ee7b1425ce","2","Two days when?","Two days when?","0"
"527","idb53ee7b1425ce","2","TW of course.","TW of course.","0"
"528","idb53ee7b1425ce","2","Still tied up.","Still tied up.","0"
"529","idb53ee7b1425ce","2","Where are they hitting the books at?","Where are they hitting the books like?","0"
"530","idb53ee7b1425ce","2","Better than most recently.","Better than most recently.","0"
"531","idb53ee7b1425ce","2","Could you try ringing her?","Could you try ringing her?","0"
"532","idb53ee7b1425ce","2","How are you?","How are you?","0"
"533","idb53ee7b1425ce","2","Where are you DSM boy?","Where are you DSM boy?","0"
"534","idb53ee7b1425ce","2","The party at AA is Roger Willard.","The party at AA is Robert Willard","0"
"535","idb53ee7b1425ce","2","We are having fun.","We are having fun","0"
"536","idb53ee7b1425ce","4","Thus have nothing to destroy.","Thus have nothing to destroy.","0"
"537","idb53ee7b1425ce","4","If not can I call you?","If not can i call you?","0"
"538","idb53ee7b1425ce","4","Did we get ours back?","Did we get ours back?","0"
"539","idb53ee7b1425ce","4","I think your outlined measures sound fine.","I think your outlined measures sound fine.","0"
"540","idb53ee7b1425ce","4","Could you try ringing her?","Could you try ringing her?","0"
"541","idb53ee7b1425ce","4","Probably can handle Monday PM.","Probably can handle Monday PM.","0"
"542","idb53ee7b1425ce","4","I didn't understand we were borrowing them.","I didn't understand we were borrowing them.","0"
"543","idb53ee7b1425ce","4","I'm still here.","I'm still here.","0"
"544","idb53ee7b1425ce","4","What is up with ENE?","What is up with ENE?","0"
"545","idb53ee7b1425ce","4","Also it appears no payment is required tomorrow.","Also is appeared no payment required tomorrow","0"
